,情感分析结果,评价倾向,正文内容,标签
24313,0.7866242829426104,正向,酌情？！酌的哪门子情？一条鲜活的人命能用冰冷的数字衡量和弥补？,0
24314,0.9654725718048875,正向,金额太少了，一条命啊！人家拿一条命换了你的命，有点良心都应该多给点，抚恤她在世间牵挂的亲人！,0
24315,0.9893629672278734,正向,好歹告慰了一些江妈妈,0
24316,0.0113881199888978,负向,就这就没啦？这点钱估计刘鑫都没放在眼里,1
24318,0.2795222779913532,负向,还不够几年以来，来回奔走的费用,1
24319,0.736068329201049,正向,罪有应得,0
24320,0.9928036249367698,正向,江歌妈妈终于等来了判决结果，不容易。但无论如何，漂亮的江歌都再也回不来了，唉,0
24321,0.9938452355040596,正向,终于判决了，刘鑫这种人还活在世上真要感谢现代社会文明,0
24322,0.1659874372495315,负向,原神抓个内鬼都赔50w，你这一条人命还得瑟了那么久才70w[哼],1
24323,0.1994868603629724,负向,处罚太轻了,1
24324,0.8925063235430865,正向,有一說一，一條人命，罪魁禍首就賠償其中的撫慰金才20w！真的少了！[微笑],0
24326,0.2126541664812025,负向,刑事处理呢？？？？？？,1
24327,0.1061529606375158,负向,是钱的问题吗？！,1
24328,0.9516970520797514,正向,大快人心[doge][打call],0
24329,0.9403487498836146,正向,法律如果对恶无惩戒，那么善就无意义！总算看到“和谐社会”的法治之光🙏🙏🙏,0
24330,0.1808908687700895,负向,看判决，确认了锁门的事实,1
24331,0.9228500614911276,正向,大概算了一下，就算江歌以后才一万一个月的工资，挣69万只用5年基本上就可以了，可是这69万是她的生命啊。,0
24333,0.153852084972238,负向,我以为能判处有期徒刑 结果只是经济赔偿,1
24334,0.3065728163993265,负向,刑事处罚呢？？？？？？？,1
24336,0.9999061678054936,正向,终于啊真的[悲伤][悲伤][悲伤]江妈妈可以睡个好觉了,0
24337,0.7172917970531365,正向,69万算什么，把孩子养这么大没了，以后他们怎么过。,0
24338,0.2893936397763768,负向,太少了,1
24339,0.3040014265878498,负向,不公平，为什么没有判刑，只是经济赔偿[悲伤],1
24340,0.7195380322124083,正向,要让她实际坐牢更好,0
24341,0.7195380322124083,正向,如果能判刑就更好了,0
24342,0.9929473852809412,正向,就这？五年就等来了这？呵。抛去其他的就单论这件事，我国的正义也不过如此,0
24343,0.9999845918211284,正向,才69万，即使是6900万，江歌妈妈也宁愿只要女儿回来，不要一分钱。2016年的案件，现在想起来心都痛。交友要谨慎，特别是女孩子，有时候“善心”会把命送走，择友而交非常重要。,0
24344,0.0909090909090909,负向,？？？？？？,1
24345,0.1684924422353202,负向,盖棺定论 http://t.cn/A6J4El8l,1
24346,0.3456074030598528,负向,处罚的有点轻,1
24347,0.0001939603309193,负向,就这？没判刑？？？那以后是不是这种事就会有更多人这么做了？？？反正不承担刑事责任！！！,1
24348,0.827633709452001,正向,[握手],0
24349,0.303336070356433,负向,7000万都换不回,1
24353,0.736068329201049,正向,罪有应得,0
24354,0.2766125622415126,负向,一分都没有 怎么办,1
24355,0.7478975831066448,正向,这台轻了，她赔命都不够！,0
24357,0.1221504208826118,负向,太便宜她了，赔这么点[抱抱],1
24358,0.1157897108930033,负向,这种垃圾就应该判刑,1
24360,0.8020859269935734,正向,@陈过过er,0
24361,0.5965117445970703,正向,没有刑事责任？,0
24362,0.0095160674463509,负向,从赔偿数额来说不少钱，但根本来说，刘鑫的行为没有被认定为构成故意杀人（紧急避险减轻罪责）从而承担刑事责任，就已经是刘鑫赚了。,1
24363,0.8222578715780106,正向,重要的是，某人一家反应出的人品低下！交友不慎，人命大过天🙏还是为江G妈妈难过，要的从来不是钱[泪],0
24364,0.0586927211044225,负向,这个不要脸的会不会就是拖着不给赔偿金啊,1
24366,0.1063528749765702,负向,确实锁了，还狡辩[拜拜],1
24367,0.2893936397763768,负向,太少了吧,1
24368,0.2682816397313373,负向,太少了！！！？,1
24369,0.1165753539044086,负向,本来是母女俩相依为命，现在只剩老母亲一个人[泪][泪]这种失子之痛有谁懂？赔这点钱算什么？！让她赔命加赔钱才算合理[跪了]刘鑫有不作为犯罪的嫌疑[鄙视]朋友为你豁出性命，你还出言谩骂人间妈妈，这种人下半辈子活着会不会有这些愧疚？？午夜梦回，良心会不会痛呢？！难道真的能安心坦然的活下去吗？,1
24373,0.9627254938416602,正向,所以，本案最大的教育意义在于，尽量不要去掺和别人的感情纠纷。因为很有可能知道的只是事情局部，而不是全貌，包括事件后续对自身的影响,0
24376,0.2481498263200469,负向,就赔钱，其他没了～,1
24377,0.9989649262609116,正向,太少了！判轻了！如果刘当时不锁门，可能就是另一种结果！刘毁了江的最后一线生机，况且江的死和刘有直接关系！对于一个失去女儿的家庭，70w是不能弥补的！可是我只是一个老百姓，没有能力去改变什么,0
24378,0.9998493316080642,正向,这是民事诉讼！！评论里骂不判刑的是判刑咋回事… 人家江妈妈肯定是找了律师 只能民事诉讼 干嘛攻击司法啊,0
24379,0.9960320978263774,正向,一条闺蜜的生命，等了这么多年就值69万……如果人得不到惩罚要钱有什么用呢？,0
24380,0.2893936397763768,负向,太少了,1
24381,0.6513453042973827,正向,七十万还不够人家一辆车[微笑],0
24382,0.7916552595064416,正向,真是好人不长命，祸害遗千年啊。,0
24383,0.2273327014666073,负向,一条活生生的人命就值这些？？搞笑,1
24384,0.1837233963534416,负向,呵 明显过错 [黑线],1
24385,0.6229328633678661,正向,就应该磕头谢罪牢底座穿[微笑],0
24386,0.136318672970678,负向,最起码的道歉，一句对不起，我觉得比起这个金额，更具意义，如果这个价格能换一条人命，那刘鑫去挡刀可以吗？[怒],1
24387,0.1219147928803789,负向,不坐牢？光赔钱？,1
24388,0.2024236929713303,负向,人呢？不关起来？,1
24390,0.9499897799604856,正向,七人合议组，规格很高啊,0
24391,0.6382751562744321,正向,这个道德败坏丶不设人格底线的恶人必须坐牢！！！,0
24392,0.2893936397763768,负向,太少了,1
24393,0.2519123252625957,负向,终于判了，太少[并不简单],1
24394,0.8887701896203349,正向,我担心这个刘鑫会不执行啊。。。最后江妈妈还是拿不到钱[泪],0
24395,0.2863827210876093,负向,69太少了吧，我觉得妈妈要的不是钱,1
24397,0.0527557344643461,负向,太少太少真太少,1
24398,0.9665945310267082,正向,让这刘鑫赔命都不为过 和她前男友简直是一对儿 什么样父母才能教出这么狼心狗肺的女儿,0
24399,0.736068329201049,正向,罪有应得,0
24400,0.0042713833490928,负向,就赔点钱？[挖鼻][挖鼻],1
24401,0.6317853705682674,正向,判的好,0
24402,0.9999858859228504,正向,赔钱就完了吗[悲伤][悲伤][悲伤]？,0
24403,0.7537889622417683,正向,能不能把刘暖曦送给我当小三，我想天天虐待她[委屈],0
24404,0.0215068439485792,负向,赔偿太少，刑事责任也应承担,1
24405,0.1244636844276997,负向,杀人的没有偿命，帮凶只是赔了点钱，5年是这样吗？,1
24407,0.6440713544681467,正向,一条人命，这点钱？,0
24408,0.3305578684429642,负向,2,1
24409,0.98195919562525,正向,和江歌对刘鑫的保护相比，赔的还不够！这世上，留下了一个痛苦的母亲[泪],0
24410,0.0858272477028997,负向,该死的没死,1
24411,0.9999930454915528,正向,其实 江歌妈妈要的不是钱，是正义，国家 社会都需要正能量，帮助他人受到侵害，不被安慰 反之被言语伤害。 违背了良知，需要社会性死亡来惩罚她。 一辈子不能成公职人员，,0
24413,0.0934321008301548,负向,太少了[失望]坐牢多好,1
24414,0.1206297722774381,负向,太少了，100万都不为过,1
24415,0.9075638838572552,正向,也算是比较满意了，终于宣判了,0
24416,0.79827790613141,正向,这是民事诉讼吧，不需要承担刑责吗？,0
24417,0.9897461149501092,正向,至少江哥妈妈有了钱也可以保障自己生活 希望以后越来越好,0
24419,0.9747659398483508,正向,犯罪成本真低，一条人命。社会的影响好吗？,0
24420,0.992828651707959,正向,这个母亲从一开始就没有获得被施救者的感激，最后还口诛笔伐、企图用网络暴力攻击对方。这不到70万对于刘家来说可能只是一个小数字，但是法院的判决却给了江妈妈一丝慰藉。刘女士还妄图在微博上蹦跶，是想当网红吃人血馒头的流量吗？,0
24421,0.9999959858148312,正向,父母永远痛[泪][泪][泪][泪],0
24422,0.2893936397763768,负向,太少了,1
24423,0.0023475994746208,负向,就赔这么点？然后就没有然后了？？不用坐牢？？？？？,1
24425,0.3314581403070987,负向,哎，最起码说明了谁对谁错了，多少钱是其次,1
24426,0.1064485254197928,负向,这。。。。。。老百姓的女儿死了，维权了六年，结果就是个这？！某女士的造谣案，几天不到，立马就能批捕了“造谣人”？,1
24427,0.884103469532934,正向,除了钱少点，[悲伤]太好了,0
24428,0.8,正向,真善美,0
24430,0.0650482982788482,负向,看到法院认定的事实里忽略了江秋莲事发后人肉刘鑫全家的非法行为，不知刘鑫是否会上诉？但我估计刘鑫会认罚了事了！,1
24432,0.1350455046099532,负向,阿姨这几年熬的太难了,1
24434,0.0558160612269119,负向,我以为会判入狱，没想到是赔偿,1
24435,0.3242715845735121,负向,70万，太少了,1
24436,0.3142095774063764,负向,赔多赔少都行，要的就是一个公正的态度，公正的评判,1
24437,0.999146470772217,正向,刘这辈子就苟且的活着吧 ，用别人的命换来的命，不去感恩，还BB。我也算是开眼界了，世道有轮回苍天饶过谁，希望她每天梦里与江歌相见。,0
24438,0.3306471476611597,负向,为什么不上刑法,1
24439,0.1695407116826196,负向,刘鑫怎么没死啊？,1
24442,0.0769796668386491,负向,赔的还是少,1
24443,0.0005757899591107,负向,真的醉了 这不是摆明了切人么 ？ 你自己的闺女死了 一分钱不花 连丧葬费都不想出 真不知道人心如此歹毒  丧葬费都不想出 是不是还的把这些年培育江歌的钱也要出来啊,1
24445,0.9604869462826632,正向,大快人心,0
24446,0.9997367509823252,正向,假如江歌还活着，创造的价值远远不止这个70万，所以不要揪着江妈妈说她图钱，江歌一定转世了，她是个天使姑娘。,0
24447,0.9998234995122236,正向,喷江妈妈的都有大病吧！但凡她刘鑫事后真的悔过且弥补了，江妈妈不可能走到这步，你以为人家要的是钱吗？人家失去的是女儿，是她后半生的希望和快乐。法律无法处置刘鑫，所以才让赔偿啊，不然等刘鑫就这样置身事外吗？一个女孩因为你的过错失去了生命，你没有反省弥补，而是攻击她妈妈，什么玩意儿！,0
24449,0.2893936397763768,负向,太少了,1
24450,0.9801110453437094,正向,这老母亲不容易，终于有了定论。,0
24451,0.9379382266089812,正向,总算判了，刘确实可恨，害了江母一生孤苦无依,0
24452,0.9354555589889266,正向,生命无价。,0
24453,0.0392842613456452,负向,从早上刘鑫没参加就感觉处罚应该不会判的太狠，只可惜是民事诉讼[怒][怒] 可惜了，江歌一条命。,1
24454,0.9604869462826632,正向,大快人心,0
24455,0.6024899274927193,正向,打个比方吧  其实就像玩密室逃脱一样 NPC拿着电锯一直追着你跑一样 有的人天生的胆子比较小 有的天生的比较大  每个人遇到危险的应急反应都不同 其实可以理解  不能忍受的是 发生事情后。刘新这种态度  还有隐瞒江歌被恐和的事实 这样对处理事情前未知的预判有影响  刘星不值得,0
24458,0.1989308927974002,负向,刘鑫还没死吗！,1
24459,0.0932870684906537,负向,判的有点轻 难道公开道歉没有?,1
24460,0.9993991427139776,正向,那个男的那么爱刘鑫，她为什么不好好的和他在一起？？？[思考][思考][思考],0
24465,0.6933282814386086,正向,终于盼了！刘鑫这个渣渣，给我们山东人民丢脸,0
24466,0.2564006592318699,负向,这么久才这样吗？？？？？心酸,1
24467,0.3473537336086217,负向,真想再去骂她两句,1
24468,0.99425234162603,正向,做人啊，做到这样也真是可恨，不过，她们一家都那个德行，从小教育起来的，我就看这一家人会得到什么样的因果！老天爷帮忙看着呢！希望江妈妈能继续生活下去，保重身体！平安！,0
24469,0.2496995281834696,负向,终于！！！,1
24470,0.1666666666666667,负向,就这？？？？？,1
24472,0.2893936397763768,负向,太少了,1
24473,0.1804834012208422,负向,一点钱要审这么多年？,1
24474,0.9917291090763796,正向,以后交友要谨慎 一不留神就把命丢了 相互陪伴的人不只是人是鬼,0
24475,0.1556146654089607,负向,只是赔钱嘛 没其他的嘛。。。,1
24476,0.6317853705682674,正向,判得好,0
24477,0.9985567706686488,正向,关注了这么多年的案子终于结束了，希望江歌妈妈能好好生活，唉,0
24480,0.2893936397763768,负向,太少了,1
24481,0.0368350771903742,负向,赔太少了！刘鑫就花个69万就可以翻篇了[二哈],1
24482,0.9996270801960888,正向,江歌姐姐的未来可不止70万[悲伤],0
24483,0.9999776618589826,正向,愿逝者安息🙏 江歌妈妈能够好好的活下去 不道德的人心怀内疚过一辈子 还有那个杀人恶魔回国后也要接受法律的制裁,0
24484,0.9979911404107504,正向,终于尘埃落定，但是对于一个母亲来说，什么补偿都无法慰藉一个母亲失去女儿的悲痛,0
24485,0.8655339031248483,正向,这么多了，等来的就是70万一条人命。有钱人家不得效仿？,0
24486,0.9989109087071122,正向,[赞][赞][赞],0
24487,0.2963534702389369,负向,就这样？几年了换来的就是这？,1
24488,0.993948701333684,正向,就这么个结果？ 三个人 杀人犯没死 把朋友关在门外的人自由自在 只有这位仗义的朋友失去生命？ 我想看看这么发展下去 以后还有几个愿意伸出援手的人,0
24490,0.3578580495611951,负向,哈哈哈 没钱 什么年代了拿命换吗,1
24491,0.2477684717907154,负向,总算有了判决,1
24492,0.6334657367820784,正向,终于得到应有的审判了,0
24493,0.6350770660678139,正向,天降正义，刘鑫69万捡回一条命！,0
24495,0.7892883295141024,正向,全世界都明白的事实，就因为是发生在国外就如此轻判吗,0
24496,0.9729817270377528,正向,[允悲],0
24497,0.6365177149551277,正向,交友需谨慎,0
24500,0.3538786032341223,负向,就这？就这样没了？,1
24502,0.9913758616043488,正向,就这么点钱 一条花季少女的生命啊！,0
24504,0.9428068416458376,正向,比起一条生命，这点钱真的太少了！而且里面还算上了江歌妈妈去日本处理事情的各种费用！让这个无耻的女人付出这点，真的便宜她了,0
24505,0.2893936397763768,负向,太少了吧,1
24506,0.9604869462826632,正向,大快人心,0
24507,0.0119287027536145,负向,赔690W也不够，人家活生生的闺女啊。,1
24508,0.3123851135486285,负向,应该吧刘鑫拉成社会黑名单,1
24509,0.9999080541817223,正向,正义会迟到，但绝不会缺席[加油][加油][加油],0
24510,0.6269452680087868,正向,轻了，怎么不说判多少年,0
24511,0.9354555589889266,正向,生命无价啊,0
24513,0.0408899870784293,负向,赔偿也太少了吧,1
24514,0.3693596929707212,负向,多少钱都换不回女儿的命 但人已经走了 有经济赔偿总好过什么都没有,1
24516,0.6089480650477276,正向,赔付金额太少太少，不足以为死者讨回公道，不足以为生者抚平伤痛！,0
24517,0.745717358936973,正向,江秋莲死亡赔偿金丧葬费… 你们写完稿子都没有人核一下的吗,0
24518,0.7608695652173911,正向,[微笑],0
24520,0.1470558870282245,负向,一条人命70万？保险都比这赔的多吧[费解],1
24521,0.7224051528459452,正向,正义[作揖],0
24522,0.0044172535931686,负向,[单身狗]好晦气，怎么会有这样的人//@l99Seven:她肯定开心死了 才69万 又不用坐牢 肯定不会赖账的 这个垃圾没有坐牢 69万算什么//@炫娜ing:希望刘鑫不要赖账,1
24525,0.2893936397763768,负向,太少了,1
24526,0.6205945052575693,正向,虽然等到判决，仍然不解恨，为何恶人可以毫无悔意的活着！！！刘鑫应该给江歌陪命,0
24527,0.3754441766255835,负向,终于结案了！扶贫救危，不能忘。,1
24529,0.9493573253382092,正向,七十万太少了，一个闺女养这么大留学啥的费用得几百万也不止，况且孩子没了精神支柱也没了，一辈子在痛苦当中，刘鑫最起码应该坐几年牢,0
24530,0.9987242013446824,正向,对于江歌妈妈来说，钱算什么呢，女儿的命没了呀！别人家正在欢歌笑语过年的时候，不知道江歌妈妈又是怎样熬过来的,0
24532,0.6504884986394114,正向,60多万，一套房子都买不了吧[泪]，阿姨太苦了,0
24533,0.9931413118346698,正向,中国好闺蜜，闺蜜专坑闺蜜。,0
24534,0.3065020404624011,负向,就只赔钱？,1
24535,0.7038069384967454,正向,几十万赔的有点少吧！年轻的一条生命,0
24536,0.9022845911667656,正向,@蛮咔manka 还发表刺激性语言？[费解][费解][费解],0
24537,0.0093276825671588,负向,之前一堆微博大法官说法院收钱故意拖延，说人家审判长生病是装的[摊手],1
24538,0.0313373236841091,负向,赔的太少了,1
24539,0.1217563847108992,负向,再加一百万才好，请了那么多水军骂人家妈妈,1
24540,0.1929643491159597,负向,希望刘鑫这辈子都睡不好觉,1
24541,0.9880296114301758,正向,可是，她还是失去了生命[泪],0
24542,0.0525295842803061,负向,这样的人，判罚她赔偿，那她会成为老赖的。。。不应该判个几年什么的呢。,1
24544,0.9624832135083928,正向,一条鲜活的生命啊,0
24546,0.0391024145154899,负向,话说的好，钱赔的少,1
24548,0.965533278646286,正向,不管怎么样，好歹是胜诉啦！多多少少也安慰点……,0
24549,0.0635532967336178,负向,刘鑫锁门的证据是啥？这是法庭，不是故事会。,1
24550,0.9356606858247336,正向,再多的补偿也无法弥补一位母亲失去孩子的痛。,0
24551,0.1101195445950203,负向,换不回一条命[伤心],1
24552,0.9811196774412924,正向,意料之中，但是赔的太少了，江歌一条鲜活的生命啊[泪],0
24553,0.2348067625323835,负向,罪有应得，赔付的太少了,1
24554,0.2874674897025941,负向,就钱？人不罚一下？,1
24555,0.0122120676263921,负向,我记得之前在哪儿看的说刘鑫改名后当了网红做直播带货，那这些赔款对她来说不是分分钟的事儿吗？？,1
24556,0.9997211249957472,正向,大快人心！！给青岛法院点赞！！裁定维护了社会主义核心价值观，鼓励公民诚信行善！法网恢恢，善恶终有报！,0
24558,0.1222376050088359,负向,杀人犯不赔了？,1
24559,0.958714097857851,正向,酌情，怎么酌这么少！换法官大人你的女儿是江歌，也这么酌情吗？,0
24560,0.9733567503966478,正向,一条命就值这么点儿钱 就算不是一命抵一命 也得牢底坐穿,0
24561,0.2120904293622919,负向,现在才判，早干嘛去了,1
24562,0.6666666666666671,正向,[鲜花],0
24564,0.8860539191897144,正向,支持江妈妈,0
24565,0.8968273236250661,正向,卧槽，便宜了那蓝笔娘们，盖斯,0
24566,0.9584652848330104,正向,无语了，一条命间接性被刘鑫害死只值69万，这什么法律，以后教育好自己孩子别人事情少管，人家辛辛苦苦养大的孩子被害死就这点钱打发了，害人精还逍遥法外,0
24567,0.6429335818357281,正向,不判个死刑吗？,0
24568,0.6640976688999094,正向,会不会是法官？,0
24570,0.8998563130051632,正向,69万……一个孩子长到这么大，花的钱远远不止69万了,0
24571,0.593947140360537,正向,必须严惩这个恶人！,0
24572,0.1072472497265198,负向,无话可说，自行体会,1
24573,0.9924072156751864,正向,100万都不到 一条人命啊 去日本留学应该拿的出来吧,0
24574,0.2893936397763768,负向,太少了,1
24575,0.3725445145548099,负向,就这？？？70万换一条生命，太少了，进去坐牢,1
24576,0.6260600685790345,正向,就这？太便宜坏人了,0
24578,0.646250212909162,正向,毕竟没法让她偿命，赔钱七十万也还行了,0
24579,0.0313373236841091,负向,赔太少了,1
24580,0.125118130692064,负向,昨天看到有人说刘鑫没有问题，也是受害者，还造谣说江歌被陈杀害时刘鑫不知道，没有锁门，今天的判决写的清清楚楚的，刘的水军别洗了，越想昨天看到的那些议论，越觉得恶心,1
24583,0.1064745356000529,负向,就一共不到70万就行了？,1
24584,0.9887085722144928,正向,@-袁梦梦梦,0
24585,0.947765129177276,正向,70万一条鲜活的生命[汗],0
24587,0.9441184336627768,正向,在日本服刑的罪犯出狱后如果回国我国还能不能起诉呢,0
24589,0.383558797913917,负向,很久了！终于！！！,1
24591,0.2574703388537949,负向,这样以后的人还敢做好事吗？更别谈什么正义，这样的处罚也太轻了吧！,1
24592,0.9604869462826632,正向,大快人心！,0
24594,0.0257095086376879,负向,再多的钱江歌也回不来了啊[失望],1
24595,0.1574368477542794,负向,已经判了吗？？,1
24596,0.9973630206387252,正向,大快人心！案件终于水落石出了！,0
24597,0.3130378298221702,负向,扯淡的判决，我只问一句，城阳法院有没有向日本东京警视厅，日本法庭沟通过案子情况，完全是凭借剧本来判决,1
24598,0.6382252559726964,正向,……,0
24599,0.7014082888875321,正向,女儿的命，自己的后半生，换来不到70万。,0
24600,0.1578947368421054,负向,就这？？？？,1
24601,0.1033649983796085,负向,我感觉应该进去十年八年的再赔钱,1
24603,0.296074218648377,负向,没有刑事处罚吗[二哈],1
24604,0.9676295097631504,正向,舆论绑架司法[笑cry],0
24605,0.9244109518620288,正向,这么久了 江歌妈妈又岂止耗费了七十万的精力财力 哎,0
24606,0.3240562043247552,负向,[喵喵][喵喵][喵喵],1
24607,0.9993121736262462,正向,终于[泪][泪][泪],0
24608,0.3452787547128308,负向,他不需要坐牢吗,1
24609,0.9999884079086284,正向,唉 江歌妈妈肯定不想要的是钱，是道德与法律的公正，大学时期翻拍的一个案子最终部分也结束了，真的  这样的结局真不咋的。,0
24610,0.7262730616138249,正向,太少了，一个人，一条命，69万，哎，我以为刘要判刑的,0
24612,0.7642709336536191,正向,刘鑫不得判处死刑吗？,0
24613,0.2587612893940544,负向,太少了，杀人偿命的[怒][怒][怒],1
24614,0.6586580952672446,正向,就这？LX死有余辜,0
24615,0.2893936397763768,负向,太少了,1
24616,0.0926994037203998,负向,只有经济补偿？是不是还缺点什么？,1
24617,0.9999999964164292,正向,希望江歌在另一个世界如花般盛开 绽放出最美的光彩 而恶魔的花也一定会在黑暗深处腐朽的烂去🙏🙏🙏[泪],0
24618,0.2183000938173366,负向,如果她10天没没有执行的话法院会不会强制执行，例如冻结她个人资产之类的,1
24619,0.3856860556076419,负向,只是罚钱，没有刑事责任嘛,1
24620,0.9999864292642286,正向,有没有懂法的兄弟姐妹解读一下…总觉得处罚太轻了[悲伤]当然 没有什么能够弥补一个年轻生命的消弭和一个失去孩子母亲的煎熬[伤心],0
24621,0.6783625323229217,正向,判决的重点不是钱，而是法院明确认定面对潜在危险，案发前被救助人应该对施救者有诚实告知义务，案发后被救助人应该有感恩之心，不能有忘恩负义之举,0
24622,0.6558628208940429,正向,好,0
24623,0.891581971019696,正向,惩罚的太轻了,0
24624,0.2664994019725809,负向,真倒霉,1
24625,0.0005916677695946,负向,#江秋莲诉刘暖曦（刘鑫）一审宣判# 这么简单的判决居然拖了这么久才宣判，刘鑫肯定还会上诉的，二审不知道又会拖多久。,1
24626,0.7747823207510395,正向,@设备出口 判了,0
24627,0.9623201253262302,正向,起码说出来对错。  江妈妈可以心安了。,0
24629,0.7661376956979412,正向,希望江妈妈能够稍微宽慰一点,0
24630,0.9818039608039784,正向,客观来讲，做江歌不值得，祝从此再无江歌也没有刘暖曦，因为没有江歌，刘鑫根本活不到改名,0
24632,0.001746878791734,负向,赔不了命，最少也得一百万吧[怒],1
24633,0.6930497020811743,正向,罪有应得！太好了,0
24635,0.9492367580769075,正向,@烧伤超人阿宝,0
24637,0.8393013813155308,正向,无法律责任？,0
24638,0.6633491486191421,正向,六年了 花费也不止这些了,0
24639,0.3605830076685364,负向,这不是江歌妈妈要的，她要这些钱干嘛，为什么不给刘鑫判刑，就这样就完了吗,1
24640,0.903073455001133,正向,那个舆论绑架司法的就是个傻❌吧,0
24641,0.0267432193206752,负向,居然没去坐牢，厉害厉害[good],1
24642,0.0256992853609979,负向,为啥不让她坐牢！,1
24643,0.9949498366210642,正向,素媛案后，还有江歌案后，我都这么教我的女儿，你可以勇敢，但是你不需要挺身而出，在充满了不确定的社会中，当遇到需要帮助的人，一定优先考虑自己，自己的命才是最重要的,0
24644,0.9435706364422848,正向,为什么没有判刑 这才几十万 不应该判刑吗 害死了一条人命啊 我希望她的前男友赶紧活着出来 让刘鑫天天活在恐惧中,0
24645,0.6035481157224664,正向,太轻了。,0
24646,0.2492112759424141,负向,对于那个坏人就这点？？？？不理解～,1
24648,0.961142147306161,正向,刘鑫罪有应得，如此下场，大快人心,0
24650,0.9832256063744071,正向,这样的事一生也无法释怀吧，但是希望江阿姨余生能好好生活[给你小心心][给你小心心],0
24651,0.8513126940979315,正向,孩子都没了，要钱何用 江妈妈这些年打官司就为了钱？,0
24652,0.6783277613776776,正向,刘鑫都捂着嘴偷笑了[泪],0
24654,0.3812173913043477,负向,天,1
24655,0.8888391936316037,正向,舆论成功绑架司法[doge][doge]以后闹就完事了，全都看着煽情小作文就开始起哄，我估计日方第一手的案情通报没一个人看过,0
24656,0.2893936397763768,负向,太少了,1
24657,0.6764680205447268,正向,判得好！这还判少了！苍天有眼，可恶之人终将被社会所不容，终将受到道德的谴责，刘暖曦你早该忏悔了！活该！,0
24658,0.8488580676540897,正向,几十万就可以带走一条鲜活的生命[费解],0
24659,0.6708941165769139,正向,这个女的好恶心 祝她早死早超生,0
24660,0.9999745473288958,正向,刚刚弹出来 给旁边的人念最新消息 突然有点哽咽 几年了这个事情 基本上每年都会上热搜提醒我们江妈妈痛苦的拉扯和刘鑫的以怨报德 今天终才算在道德角度能制裁下刘鑫 但是江歌的生命永远无法续写 希望江妈妈可以开始新生活,0
24661,0.7849798786910065,正向,坚持司法公正，审判不该被舆论裹挟[威武],0
24662,0.848948114957338,正向,呵呵呵呵呵一条人命就值这点钱？养育二十几年都不只这些钱[微笑] 更何况人家不要钱 要刘几把鑫偿命！！！,0
24664,0.9999151814663328,正向,[允悲][允悲][允悲]这是钱的问题吗？,0
24665,0.2309253791021012,负向,多少钱也换不回生命,1
24669,0.2504066762314711,负向,以后我会告诉我的孩子 事不关己高高挂起[doge],1
24670,0.2893936397763768,负向,太少了,1
24671,0.9466090456157212,正向,人家养那么大的孩子，受这严重的伤害,0
24672,0.9595145062368862,正向,起码从法律上证明刘鑫有罪！,0
24674,0.999978511816562,正向,时间过得真快啊，不知不觉这个案子已经过去5年了，还记得刚上大学的时候，为江歌妈妈发布的情愿书（要求日本法院判处陈某死刑）签上了自己的名字…不知道这样一个结果，江歌妈妈是否心里有了一些慰藉，还是希望她接下来的日子能平安幸福,0
24675,0.9883988086903166,正向,前半部分已经把事实说的很清楚了，法律能做到的也只是这么多了，一条鲜活的生命消失，一审判决下来江母有什么样的反应都在情理之中。,0
24676,0.3186965255541513,负向,60来万一条人命[汗],1
24679,0.3888197532010987,负向,希望接下去的路，由天去收她,1
24680,0.2893936397763768,负向,太少了,1
24681,0.9593148901800572,正向,？没有刑事责任的嘛 1800多天 就这样？ 一个母亲图什么啊,0
24682,0.6429335818357281,正向,凶手怎么判的,0
24683,0.9967476351079738,正向,我觉得刘鑫一命赔一命更大快人心,0
24684,0.9999736578510708,正向,无爱的行径//@抢个泉水叮咚_202:国内为什么没有做义工这项措施呢？应该对刘鑫进行“帮扶”，在做义工中改善人格，自私，去爱的动物般的行径，应该被救赎！,0
24686,0.7072431734869924,正向,正义虽迟但到！,0
24688,0.8780792092304917,正向,精神伤害比江母大的多了去了，也没见人人都有20万的精神赔偿,0
24691,0.2678571428571428,负向,总算有个结果了,1
24692,0.1654000896328333,负向,这么判意思是，70万就可以顶人家一条命？[挖鼻][挖鼻][挖鼻],1
24694,0.7931235182239913,正向,太少了真的 用这钱换刘鑫（刘暖曦）的命吧,0
24696,0.9572863328586472,正向,江妈妈这今年的劳碌奔波精神损耗这点钱都不值了,0
24697,0.2023825849134344,负向,本来很为江歌妈妈开心，仔细一看太少了，我咋这么恶心刘鑫这个人呢？为啥不坐几年牢呢？,1
24700,0.2007677370183099,负向,终于判了！！那些反驳说舆论判案的人，现在劝酒都犯法了，这个为什么不能违法？不是只有刑法才是法，民法也是法，我以道义帮你，你却不守道德，拿刑法当盾牌规避责任[吐],1
24701,0.6558628208940429,正向,结果是好的,0
24702,0.9999986418431762,正向,江妈妈要的绝对不是钱，这个案件告一段落之后 好怕江妈妈没有支撑下去的意志，希望陈世峰出来能被中国的法律严惩！ 这么多年最痛心的一个案子,0
24703,0.9655256833396288,正向,终于判了，大快人心！,0
24704,0.9729817270377528,正向,[允悲],0
